# Notes : All Entities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Technology : MassHunterQual.UNIDENTIFIED_COMPOUNDS.S082_2017_Jun_06_19_10_29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Owner : gxuser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Created On : Tue Jun 06 19:17:20 EDT 2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Compound,MZ002H-Pool01-P008B2-S082-T00(raw),MZ002H-Pool01-P008B2-S082-T12(raw),MZ002H-Pool02-P008B2-S082-T00(raw),MZ002H-Pool02-P008B2-S082-T12(raw),MZ002H-Pool03-P008B2-S082-T00(raw),MZ002H-Pool03-P008B2-S082-T12(raw),MZ002H-Pool04-P008B2-S082-T00(raw),MZ002H-Pool04-P008B2-S082-T12(raw),MZ002H-Pool05-P008B2-S082-T00(raw),MZ002H-Pool05-P008B2-S082-T12(raw),MZ002H-Pool06-P008B2-S082-T00(raw),MZ002H-Pool06-P008B2-S082-T12(raw),MZ002H-Pool07-P008B2-S082-T00(raw),MZ002H-Pool07-P008B2-S082-T12(raw),MZ002H-Pool08-P008B2-S082-T00(raw),MZ002H-Pool08-P008B2-S082-T12(raw),MZ002H-Pool09-P008B2-S082-T00(raw),MZ002H-Pool09-P008B2-S082-T12(raw),MZ002H-Pool10-P008B2-S082-T00(raw),MZ002H-Pool10-P008B2-S082-T12(raw),MZ002H-Pool11-P008B2-S082-T00(raw),MZ002H-Pool11-P008B2-S082-T12(raw),MZ002H-Pool12-P008B2-S082-T00(raw),MZ002H-Pool12-P008B2-S082-T12(raw),MZ002H-Pool13-P008B2-S082-T00(raw),MZ002H-Pool13-P008B2-S082-T12(raw),MZ002H-Pool14-P008B2-S082-T00(raw),MZ002H-Pool14-P008B2-S082-T12(raw),MZ002H-Pool15-P008B2-S082-T00(raw),MZ002H-Pool15-P008B2-S082-T12(raw),MZ002H-Pool16-P008B2-S082-T00(raw),MZ002H-Pool16-P008B2-S082-T12(raw),MZ002H-Pool17-P008B2-S082-T00(raw),MZ002H-Pool17-P008B2-S082-T12(raw),MZ002H-Pool18-P008B2-S082-T00(raw),MZ002H-Pool18-P008B2-S082-T12(raw),MZ002H-Pool19-P008B2-S082-T00(raw),MZ002H-Pool19-P008B2-S082-T12(raw),MZ002H-Pool20-P008B2-S082-T00(raw),MZ002H-Pool20-P008B2-S082-T12(raw),MZ002H-Pool21-P008B2-S082-T00(raw),MZ002H-Pool21-P008B2-S082-T12(raw),MZ002H-Pool97-P008B2-S082-T00(raw),MZ002H-Pool97-P008B2-S082-T12(raw),MZ002H-Pool98-P008B2-S082-T00(raw),MZ002H-Pool98-P008B2-S082-T12(raw),MZ002H-Pool99-P008B2-S082-T00(raw),MZ002H-Pool99-P008B2-S082-T12(raw),Compound Name,Mass,Retention Time,Frequency,Ionization mode,CompositeSpectrum
328.0024@0.36806253,61277,79899,67051,70226,63558,58818,64541,62609,71260,90360,63239,84139,69574,72830,66491,79716,70658,77021,68614,61503,68930,67487,64265,78546,66012,76000,69281,82527,65143,77392,74502,81302,69897,78823,69407,79800,72235,80548,73036,86174,69012,79598,71361,93643,69476,85899,63687,86607,328.0024@0.36806253,328.0024,0.36806253,48,+,"(350.9947, 1282.84)(329.01, 37311.66)(330.0126, 2673.3)(331.0083, 2699.46)(657.0201, 379.02)"
697.92@0.3698667,1,31683,22265,26612,1,26653,23641,27660,25245,36167,22677,32279,25010,31131,28938,31547,23173,30427,27771,28668,18610,29379,1,31724,26863,32261,18119,32344,24013,32167,25166,31749,21323,33428,26557,35143,24417,27809,25286,31827,21073,32425,28024,33305,25069,33043,18490,32141,697.92@0.3698667,697.92,0.3698667,45,+,"(698.9275, 9302.72)(699.9291, 1709.56)(700.9139, 4438.03)(701.9178, 893.38)(702.9016, 883.88)"
547.9385@0.3701277,17910,21317,19435,19359,18538,15145,18244,15243,19344,21703,15675,22134,19344,18889,1,20718,19127,18767,18726,15116,19212,17173,17939,20980,18779,20831,18490,21467,18364,19374,19860,21134,17298,20286,19503,21104,19083,20412,19710,21117,17375,21087,19348,23328,19511,22575,16969,20446,547.9385@0.3701277,547.9385,0.3701277,47,+,"(548.9458, 8492.64)(549.9491, 866.52)(550.9441, 1600.76)"
458.0921@0.36905885,20274,19799,21745,17932,21701,21012,1,19989,18494,15376,18126,1,24286,18007,1,18022,19780,1,18378,19438,1,20144,20036,18819,18561,16748,1,16618,19782,1,1,19260,17516,18149,16209,1,16209,1,19281,18676,1,19249,1,15951,1,1,18608,16692,458.0921@0.36905885,458.0921,0.36905885,34,+,"(459.0986, 7369.83)(460.1027, 1469.25)(461.0959, 1798.74)(917.1811, 599.5)(918.179, 492.63)"
343.9771@0.37006256,252302,317097,260802,287319,259115,249529,261403,259418,274030,347699,254673,344065,271500,303485,266547,319664,272058,313974,270633,259145,276727,288573,266325,311131,266825,317985,271244,338566,263489,312719,298024,329202,274549,317537,279039,329376,281453,324840,275386,346310,278374,320976,274980,366081,274741,345463,254026,345779,343.9771@0.37006256,343.9771,0.37006256,48,+,"(344.9843, 139578.84)(345.9868, 9713.65)(346.9824, 16296.27)(347.9851, 1466.19)(348.9862, 721.8)(688.9606, 624.06)"
342.0183@0.37006387,39357,40842,40456,39223,40615,34385,39346,34426,38954,37847,38613,37516,40090,36974,42726,36064,40549,38034,38335,30849,39649,35660,37639,37279,1,35537,37945,37609,39561,36273,39245,35285,37499,34804,37641,34652,38833,35832,39252,37251,36937,35925,38997,37352,38270,36005,37164,37297,342.0183@0.37006387,342.0183,0.37006387,47,+,"(707.0321, 394.05)(343.0255, 17054.95)(344.028, 1525.82)(723.0057, 629.53)"
474.0662@0.3725263,21616,1,18882,20147,22174,22146,20468,22243,1,1,20341,1,21249,1,19691,1,18401,22149,1,1,1,22318,18672,1,1,1,1,1,1,21477,1,1,1,19119,1,1,1,1,19608,1,1,18405,1,1,1,1,20623,1,474.0662@0.3725263,474.0662,0.3725263,19,+,"(475.0743, 5812.16)(476.0779, 1031.46)(477.0704, 1704.13)"
275.9893@0.37174997,117550,117415,92975,117926,101247,104688,102403,101019,107464,126234,91288,130954,94532,115950,109249,130953,122844,124758,96842,99241,94985,113633,103360,133566,102616,159968,134217,132539,101806,128881,115561,123394,95550,124498,108787,125918,117271,113245,101855,143911,109053,120247,145819,140582,97147,121988,90597,137966,275.9893@0.37174997,275.9893,0.37174997,48,+,"(276.997, 31168.1)(277.9996, 2384.97)(278.9878, 35570.07)(279.9873, 2148.93)(280.979, 4876.77)(552.9938, 438.32)"
208.0025@0.36987498,1,1,1,1,1199138,1292658,1,1,1,1,1190891,1,1,1,1,1588052,1,1,1,1,1,1,1,1,1,1,1,1691503,1,1,1,1,1,1,1,1,1,1,1258809,1,1,1,1,1815698,1,1,1190886,1,208.0025@0.36987498,208.0025,0.36987498,8,+,"(209.0095, 600128.94)(210.0121, 25468.02)(211.0075, 66669.23)(212.0101, 3667.31)(213.0052, 2056.48)"
631.9@0.37102124,17941,20333,20749,18327,17891,1,19444,16259,20786,22670,17072,22533,20383,19593,19266,21963,20325,20690,18793,16847,19457,17782,18995,21075,20117,21217,19894,22543,18742,19883,21072,21543,19169,21153,20969,22876,20795,21676,20768,21996,19769,21062,19667,24622,21361,23172,18100,21541,631.9@0.37102124,631.9,0.37102124,47,+,"(632.9074, 9030.64)(633.9093, 1057.52)(634.9069, 2328.28)"
495.9252@0.37122914,89221,107533,96192,100585,93140,83577,96250,91400,99751,119314,91297,119005,99771,107168,96666,110541,100638,106902,95309,87883,99273,99908,91896,108018,95776,107742,101519,121044,97282,107113,108894,115649,99138,114357,99299,112856,100771,112350,98573,119448,95139,113490,100057,124586,101610,119218,88007,119301,495.9252@0.37122914,495.9252,0.37122914,48,+,"(496.9329, 45332.59)(497.935, 4097.9)(498.9315, 9080.25)(499.9375, 1024.65)(500.9319, 852.46)(992.8664, 409.81)"
563.9128@0.37133336,65307,80907,73853,69530,66670,57223,69152,63686,75501,86431,66486,86764,71478,76353,70690,81244,72071,79649,70973,59928,73219,65353,68458,80711,69332,76619,75043,87404,69985,76582,81525,80828,73327,77131,74056,83552,77890,79241,74586,85105,70725,82705,74339,94906,75340,85388,66975,86075,563.9128@0.37133336,563.9128,0.37133336,48,+,"(564.9204, 34477.01)(565.9227, 3456.67)(566.9184, 7166.4)(567.9339, 1023.48)(568.9177, 817.88)"
357.9922@0.37234786,172530,128417,157473,121351,161272,117772,163974,132918,161892,116616,157249,126160,166355,116530,159655,125611,152166,123151,155515,138304,160453,1,160174,122766,1,125271,146209,122548,154615,118316,162991,123098,113387,126526,148263,118589,157903,121729,153889,118429,160736,120556,152078,116840,157176,133433,155656,117236,357.9922@0.37234786,357.9922,0.37234786,46,+,"(738.978, 555.34)(739.9938, 426.92)(358.9998, 53804.05)(359.9994, 4901.1)(360.9945, 11757.36)(361.9917, 749.03)(754.953, 722.32)"
359.951@0.37206253,338422,439201,359782,403611,347425,368526,355616,376390,370127,465638,343397,459190,361209,436508,357633,436942,370199,442289,361026,376809,360237,414670,355109,433917,353688,440516,361739,462433,347312,437715,390949,446878,360459,446715,371576,447159,376343,451029,370786,470206,370741,450471,371698,482114,372557,465497,343856,464952,359.951@0.37206253,359.951,0.37206253,48,+,"(742.894, 514.52)(360.9584, 166184.84)(361.9606, 10864.66)(362.9564, 29958.16)(363.9588, 2345.77)(364.9579, 2790.25)(365.9575, 202.85)(758.8659, 828.66)(759.8505, 427.24)(720.9144, 649.43)"
647.874@0.3724792,44293,47575,44436,46473,41058,38518,48059,38613,47771,53247,41981,53629,46169,46689,45322,52111,48131,45474,44286,40608,45864,42997,42585,50634,43798,50253,47781,53052,44567,48714,54547,53831,45162,53180,46708,52811,53828,50442,45255,54398,50146,53011,47547,58801,48144,55471,44122,57651,647.874@0.3724792,647.874,0.3724792,48,+,"(648.8821, 19909.06)(649.8843, 2486.28)(650.8807, 5729.24)(651.8812, 786.22)(652.8826, 873.92)"
715.8622@0.37187496,21120,24600,23653,24374,22988,18796,22525,19804,25417,27051,21317,28051,23710,24206,23337,25395,24641,24055,23612,19286,26181,21716,22737,25829,24477,23975,25000,27629,22255,25065,28132,26760,24831,24792,25633,26314,24845,25939,23016,30020,23431,25800,24973,31375,25411,27199,22705,26424,715.8622@0.37187496,715.8622,0.37187496,48,+,"(716.8697, 8719.46)(717.8733, 1452.22)(718.8687, 2718.22)(719.8815, 673.19)(720.8672, 660.79)"
509.9411@0.3724167,38546,38210,35999,37544,39319,33843,38468,34445,38972,35919,36358,35956,38628,36912,38973,33873,38359,35673,38224,31228,37396,35338,36696,33150,36273,34839,38210,35291,37958,35871,38251,34501,36153,34603,36566,33581,36754,35428,38252,35451,38103,36271,37727,34060,37784,34002,35639,33577,509.9411@0.3724167,509.9411,0.3724167,48,+,"(510.9482, 16280.52)(511.9509, 1989.14)"
577.9281@0.37264583,28657,25407,25555,25364,28176,22772,28664,23507,29015,23317,26876,24527,29269,24044,27743,24352,28205,24043,27479,21843,27200,22791,26311,24111,27162,24305,25272,24725,27654,24104,27503,25020,26699,24242,26127,22740,26867,25520,26423,24572,27413,25474,27207,23390,27631,24641,25502,23856,577.9281@0.37264583,577.9281,0.37264583,48,+,"(578.9353, 11845.24)(579.9413, 1720.31)"
579.887@0.372875,148369,175637,156325,161640,152485,137127,154553,147317,166520,190431,146704,192588,161189,169492,160141,185182,161724,174940,155953,148727,162506,157546,157012,180847,156863,181568,160420,189442,158569,179699,173454,184167,161409,179616,162629,190193,168842,188627,159415,193463,161287,185047,160415,199780,164550,196543,151973,193535,579.887@0.372875,579.887,0.372875,48,+,"(580.8948, 71474.33)(581.8968, 6746.54)(582.8931, 18426.13)(583.8954, 1976.63)(584.8919, 2094.24)"
441.9532@0.3732979,40594,40797,39849,41380,40209,36236,39053,35452,38261,30981,39075,33673,40206,34320,37274,37004,39321,34713,43558,31641,37698,36574,37685,34343,34223,31866,38905,27832,37897,35958,37452,33942,38147,33213,36761,32617,35471,35575,39806,34859,36330,36442,36839,31071,38716,34121,1,35111,441.9532@0.3732979,441.9532,0.3732979,47,+,"(906.897, 337.53)(442.9606, 12381.59)(443.9631, 1469.65)(444.9576, 3784.41)(445.9571, 457.44)(480.9221, 751.53)(922.8652, 524.75)"
184.0619@0.37119156,1006423,1157435,973658,1040087,1078618,1045934,1055469,1005215,766777,299210,296552,993684,362101,304505,988448,42770,1031406,1,1036839,271937,1005499,1009175,315246,696127,291467,989324,294007,961312,1034360,289816,334766,335674,282745,292485,926918,946399,319926,330857,1030124,1017695,317706,1034751,335671,986522,940299,337659,287444,70298,184.0619@0.37119156,184.0619,0.37119156,47,+,"(207.0511, 104638.98)(208.0539, 6618.31)(391.1134, 5433.96)(392.1164, 931.0)(393.1144, 1736.45)(394.1188, 170.6)(185.0688, 10891.21)(186.0717, 943.57)(187.0671, 711.17)(223.0251, 248873.03)(224.0277, 13703.51)(225.023, 28873.71)(226.0257, 2080.16)(227.0207, 1095.97)(407.085, 1924.95)(408.0929, 436.93)(409.0875, 1089.78)(410.0913, 0.0)"
799.824@0.37279177,19972,21420,26258,25782,24984,16939,23678,18197,22637,28335,19090,28895,21266,21196,22185,24099,25811,21387,21472,17849,20347,19421,20329,21378,25478,23126,22452,26114,21166,21301,25022,27789,22787,22731,22462,24070,28215,24469,24765,27239,22805,24457,24561,27687,22976,24257,20792,26593,799.824@0.37279177,799.824,0.37279177,48,+,"(800.8318, 7878.45)(801.8349, 1692.28)(802.8294, 3041.43)(803.8323, 641.06)(804.8244, 629.15)"
291.9634@0.37314585,117048,147127,118967,134888,117294,125921,117420,128387,120289,146940,116484,151086,121705,146852,117576,146886,120098,145032,121524,132598,123808,141453,116744,146928,117047,149645,118597,153607,118966,145910,127304,150127,120310,149191,118984,145715,122502,147500,119098,155852,123016,151174,116864,157354,121420,156369,115027,153357,291.9634@0.37314585,291.9634,0.37314585,48,+,"(292.9708, 49129.66)(293.9734, 3247.28)(294.969, 9409.57)(295.9715, 752.43)(296.9671, 571.08)"
511.8995@0.37310418,143161,181610,154172,168870,149871,150199,150407,157896,162147,197195,147806,190330,159046,180760,154298,181122,160451,180472,156994,151774,159394,170225,154660,175797,152026,184536,160028,190928,152820,184425,166936,184708,158344,185215,161106,185028,163669,185764,158763,196432,158607,187942,158525,197930,160372,188796,146369,189318,511.8995@0.37310418,511.8995,0.37310418,48,+,"(512.9071, 70660.88)(513.9094, 5914.58)(514.9051, 17646.02)(515.9079, 1756.65)(516.9048, 2331.91)"
593.9024@0.37399998,54273,50950,53546,50928,54510,48738,55674,47225,55594,47520,52861,49180,54840,48623,55033,48232,55817,49458,53194,45521,54985,45856,51522,46822,51443,48557,51213,48044,53673,49729,53483,47420,52273,47649,51921,45662,52653,47819,56189,46450,51877,47214,55201,43845,52264,46747,51730,44901,593.9024@0.37399998,593.9024,0.37399998,48,+,"(594.9096, 24536.37)(595.9126, 2899.34)"
663.8484@0.3741667,59549,74779,66635,70935,63288,58628,65367,61410,69637,80875,64164,75794,67982,66293,62971,73921,68234,69387,61463,57008,65175,62528,64430,67272,61377,76188,67224,79781,61310,67179,73439,77660,62504,73525,72800,78196,71271,71067,68222,79494,66131,77540,68308,80171,62648,78497,61357,78363,663.8484@0.3741667,663.8484,0.3741667,48,+,"(664.8563, 26086.87)(665.8589, 3124.19)(666.8547, 9091.01)(667.8584, 1289.28)(668.8542, 1829.69)"
731.8358@0.37350002,36160,49014,40021,41183,41957,36183,46092,40600,43058,51726,42112,56179,44536,46464,46642,46888,46033,47258,44485,39077,47481,38756,43838,48499,42258,49971,47983,50846,43723,44098,50729,49621,45358,49997,48637,51131,48496,50328,46940,46377,45331,50978,46038,54552,46858,53300,40840,53823,731.8358@0.37350002,731.8358,0.37350002,48,+,"(732.843, 17583.74)(733.8455, 2867.38)(734.8418, 6544.6)(735.8553, 1528.0)(736.8375, 1463.52)"
427.9378@0.37231252,71489,84770,70496,76082,74838,53570,77890,64429,77996,87016,73261,89055,77535,82104,74531,90890,73543,83015,77035,66789,78692,80684,74832,89978,69146,84751,73173,88210,77852,86399,81214,94748,77607,88073,76277,89774,80437,90184,80321,89642,72006,90323,79571,90281,72176,91628,74543,89907,427.9378@0.37231252,427.9378,0.37231252,48,+,"(878.8697, 526.16)(428.9448, 29799.15)(429.9475, 2654.95)(430.9441, 6868.4)(431.9426, 984.83)(432.9429, 379.68)"
745.8507@0.37458825,14190,1,13866,12867,1,1,13828,1,13733,1,1,12548,1,1,14195,1,13747,1,13222,1,14004,1,1,1,14391,12228,12397,1,13643,1,1,1,1,1,1,1,1,1,14120,1,1,1,1,1,13633,1,12622,1,745.8507@0.37458825,745.8507,0.37458825,17,+,"(746.8574, 6078.5)(747.8598, 1406.98)"
883.7851@0.37392002,1,1,1,20408,18762,1,1,1,1,21372,1,23530,17876,1,1,19128,21428,1,19653,1,1,1,1,18004,1,20093,1,21682,1,20042,21754,22573,21327,1,20654,22500,1,21482,20688,22291,1,21916,19666,22818,1,23021,1,21605,883.7851@0.37392002,883.7851,0.37392002,25,+,"(884.7939, 6552.98)(885.7962, 1774.94)(886.7903, 2885.06)(887.8043, 887.02)(888.7883, 702.35)"
305.9786@0.37460414,46334,45122,44699,42802,45660,44389,44476,43955,43937,40466,43954,42400,43299,45286,43528,43688,42996,42345,42863,44457,43072,43970,42872,41899,42747,44660,42395,44636,44300,43642,44057,43262,41708,42174,40686,43087,40291,43326,40466,41134,41530,41558,40687,39780,42469,43559,43481,42604,305.9786@0.37460414,305.9786,0.37460414,48,+,"(306.9859, 12866.25)(307.9893, 916.55)(308.9842, 3109.76)(309.9875, 207.8)"
373.9663@0.37356248,193948,205003,186166,197754,201273,195026,196198,188356,192538,182380,190350,180470,199982,194609,188120,182026,195450,199624,194260,177369,194484,189057,197662,183859,180781,186555,185345,186193,198341,182729,189809,181671,178993,184976,182503,173383,180506,177438,195627,182728,187770,189696,186315,172361,184342,179794,183983,177857,373.9663@0.37356248,373.9663,0.37356248,48,+,"(770.9139, 558.55)(374.9735, 63656.63)(375.9761, 5299.35)(376.9711, 14303.8)(377.9734, 1134.08)(378.9798, 1839.27)"
443.9116@0.37381247,74775,87507,78510,80357,73773,82241,82058,86360,83167,97570,78109,100856,75183,94320,74922,96807,82673,91341,77496,80989,82185,81856,88406,104720,81846,95372,80646,101405,71928,98945,77556,102377,82101,102124,81051,105790,83651,98408,79769,99090,78720,98997,86848,103550,75465,106700,79020,99200,443.9116@0.37381247,443.9116,0.37381247,48,+,"(910.812, 927.25)(911.8139, 535.45)(444.9191, 29724.87)(445.922, 2646.85)(446.9171, 7869.46)(447.9125, 795.69)(448.9184, 1084.08)(926.782, 1069.79)(927.7777, 784.29)(928.7734, 513.55)"
375.9246@0.37402084,147577,210168,150015,186965,151025,180367,160903,186480,163527,213582,150010,214718,164260,215719,154108,212553,160622,214549,157924,169441,176145,200157,153494,204430,150037,190734,159134,200565,153664,193626,171833,202962,152859,208451,157659,192206,172297,209639,157407,206899,157279,203832,161998,221783,166374,209477,149374,209093,375.9246@0.37402084,375.9246,0.37402084,48,+,"(774.8378, 1238.14)(775.8284, 701.55)(776.8543, 521.08)(376.932, 67390.02)(377.9345, 4532.09)(378.93, 17869.98)(379.9332, 1341.69)(380.9317, 2558.51)(790.8061, 1496.36)(791.7964, 1478.72)(792.7982, 815.82)"
411.9638@0.37010422,36777,37463,36497,38176,31772,26031,31724,27294,37044,42779,29474,42150,33717,35870,28273,40549,38637,42432,35596,26715,37696,33179,30286,36395,27705,39096,33671,39469,36861,37915,35125,42226,32993,42847,39519,36028,33822,43695,37681,42491,38438,42359,29014,42246,33731,40628,37535,41444,411.9638@0.37010422,411.9638,0.37010422,48,+,"(412.9711, 16629.94)(413.9738, 1506.24)(414.9703, 2202.87)(415.9699, 123.43)(824.9433, 355.0)"
815.798@0.37414584,31853,36240,33772,35435,32102,28488,33021,31059,37813,38802,30982,40612,33059,34670,34001,36411,34995,34438,33579,29181,34551,28472,33236,31635,33886,36109,33556,38166,33577,34288,38570,37625,33930,36202,35487,36341,35753,37305,35305,36877,35298,38752,34472,37514,35319,39582,30173,37040,815.798@0.37414584,815.798,0.37414584,48,+,"(816.8056, 10722.29)(817.8061, 2777.8)(818.803, 4887.89)(819.8065, 1041.44)(820.8012, 1091.78)"
677.8636@0.3755417,20889,20519,21185,20540,29161,25382,21103,18371,21729,18816,20959,19210,21968,19698,27717,18680,27785,19345,25941,17520,25818,23061,27246,18237,19621,18600,21611,18694,21021,18334,20346,22119,25658,19424,20117,18800,21790,18897,27980,18055,27433,19139,19339,16829,21082,18863,20271,19263,677.8636@0.3755417,677.8636,0.3755417,48,+,"(678.8708, 8719.0)(679.8762, 1173.8)(680.8651, 3806.42)(681.8716, 519.31)"
525.9149@0.37433338,72734,68298,70329,72638,75366,65073,73671,66446,72566,50079,68297,63746,74952,51242,73768,67472,73889,70643,71352,64138,70851,50783,70182,63617,69238,61854,62645,66293,71073,63012,68075,64667,68855,65295,68749,62061,70950,67788,70537,66971,70193,66749,70406,45605,70471,65932,67356,63925,525.9149@0.37433338,525.9149,0.37433338,48,+,"(526.9221, 23025.31)(527.9247, 2294.94)(528.9177, 8537.83)(529.9211, 727.51)"
595.8613@0.37462506,176012,217502,183153,197120,181176,176732,186248,182135,193957,221908,174531,224526,192321,213844,186311,217939,194019,212270,186601,184824,189715,201076,180441,215950,183820,214790,187876,225526,185533,214078,206301,220060,190292,220131,191287,222115,196568,219285,193788,226416,192048,219310,188063,225173,194893,226812,179863,227148,595.8613@0.37462506,595.8613,0.37462506,48,+,"(596.8692, 78564.39)(597.8713, 7681.58)(598.8668, 25791.66)(599.8687, 2744.38)(600.8652, 3777.19)(601.8677, 693.32)"
899.7593@0.37455004,1,24557,23661,1,21950,1,1,21116,24794,24390,21576,25777,1,23216,23791,24114,25187,23251,23119,20337,22583,20833,1,24570,1,24396,23358,26194,22310,24007,26266,26155,24663,26582,24177,25308,24270,26263,23610,25880,23697,25785,22988,25293,25857,27188,1,25507,899.7593@0.37455004,899.7593,0.37455004,40,+,"(900.7669, 6393.24)(901.7658, 2322.44)(902.7647, 3687.76)(903.7702, 687.47)(904.7628, 797.22)"
747.8101@0.3747084,47573,52017,47702,50422,45928,42674,48294,45273,52116,55342,44488,58964,49844,52188,49647,55317,51494,53051,49478,46843,49892,48666,46048,55768,48419,53551,49066,58352,48491,52250,53670,56006,50737,54577,50678,56261,52550,56004,49037,56532,51120,57826,48989,57142,52807,58527,45696,56309,747.8101@0.3747084,747.8101,0.3747084,48,+,"(748.8179, 17073.7)(749.8194, 2910.5)(750.8153, 7371.64)(751.824, 1340.0)(752.8152, 1469.53)"
761.8249@0.37628573,16926,1,19709,14503,20227,1,16375,1,14244,1,13440,1,14341,1,14667,1,1,1,13564,1,1,1,13258,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13264,1,1,1,12628,1,18680,1,1,1,761.8249@0.37628573,761.8249,0.37628573,14,+,"(762.8325, 5409.49)(763.8317, 1165.69)(764.8288, 3160.36)"
389.9397@0.37584445,88086,86981,86443,85564,88727,85906,89728,89078,85732,72491,85899,80161,89029,83033,84782,85074,85303,83981,86314,85223,82939,85527,84581,82826,78463,83462,1,1,86360,83164,84328,79130,81500,86808,78463,83833,81911,77992,84366,78381,82103,84364,1,75720,81344,79238,83704,77473,389.9397@0.37584445,389.9397,0.37584445,45,+,"(390.947, 25664.35)(391.9501, 2474.72)(392.9454, 7562.48)(393.9476, 531.53)(394.9544, 1215.21)"
831.773@0.37531918,30884,33637,32595,34035,29649,27497,30779,29921,34010,35831,29417,36364,32760,33272,32815,35376,33158,33501,31269,1,32570,30994,30244,34745,30731,34635,31498,37882,30445,33376,33909,33899,31585,33736,32844,36949,33403,34060,33313,36759,31932,34661,31393,35604,34649,36679,29688,35099,831.773@0.37531918,831.773,0.37531918,47,+,"(832.7792, 9450.91)(833.7802, 3030.31)(834.7757, 5348.41)(835.7765, 974.43)(836.7734, 1528.46)"
527.8732@0.3750417,104010,129108,107393,115670,105348,107926,108083,110973,114292,127885,104716,130179,110260,128022,108758,128670,110098,125849,108519,109831,108876,120182,106954,128347,107066,128063,110168,133258,106854,127673,116866,130141,107441,131399,108755,127875,110508,128054,110392,131649,112586,129324,107437,127250,112925,129394,103313,130481,527.8732@0.3750417,527.8732,0.3750417,48,+,"(528.8808, 41190.92)(529.8838, 3892.92)(530.8784, 14519.06)(531.8817, 1380.55)(532.8779, 2113.89)"
241.9182@0.37633336,87074,77953,93547,79242,83489,61524,87613,66659,89950,84497,81143,87206,89608,75076,87964,82903,91497,77861,88369,66841,90433,68461,88974,82613,93696,76082,90838,85526,87625,77072,96285,84204,90225,84321,88545,85658,93014,84006,86149,82628,90862,82945,88389,87262,94069,89832,82646,82988,241.9182@0.37633336,241.9182,0.37633336,48,+,"(242.9253, 38117.59)(243.9284, 1108.13)(244.9239, 2892.41)"
609.8762@0.37581256,85389,73214,81003,74430,83942,77365,81890,76287,83341,49376,80545,72879,84034,53154,81818,75815,81628,76799,81008,72684,78856,71713,79557,76400,77744,71356,76480,74712,83071,51684,76322,67493,75935,76847,77224,72523,76563,71640,80446,47139,76674,67526,75999,45133,78757,74293,77351,55364,609.8762@0.37581256,609.8762,0.37581256,48,+,"(610.8831, 24717.41)(611.8861, 2818.59)(612.8776, 11106.85)(613.8844, 1468.2)"
697.7703@0.37665218,15875,1,1,12197,16376,1,1,1,17026,16590,15160,1,17403,1,21815,1,18435,1,1,1,17234,1,21502,1,16147,1,17463,1,15794,1,18460,1,1,1,17554,1,19974,1,16968,1,18191,1,1,15634,18648,15675,1,14572,697.7703@0.37665218,697.7703,0.37665218,23,+,"(698.7792, 6773.0)(699.7866, 886.28)(700.7758, 2090.45)"
679.8225@0.37558338,47925,57334,51953,55683,50279,47309,51291,51175,55326,61220,48946,62212,50815,58635,52558,58695,52787,54744,52914,50216,52999,53073,50496,56507,50147,59610,52628,60879,50250,56767,55989,59276,49797,58646,52034,58563,51975,58433,53619,61212,51754,61712,52062,59792,54373,61924,49334,60440,679.8225@0.37558338,679.8225,0.37558338,48,+,"(680.8295, 17984.46)(681.8319, 2422.1)(682.8268, 7966.1)(683.8372, 1112.06)(684.825, 1664.74)"
457.9272@0.3755208,40323,37694,37946,40263,40055,36101,39038,38130,40584,33735,40691,37432,41407,36575,39025,35464,41224,36689,40293,36233,38188,36175,40233,38307,36367,34576,36878,34179,39081,37227,39779,36009,37914,37643,36733,33082,40485,37502,41127,35799,38408,39603,38189,33070,36468,34681,36583,33865,457.9272@0.3755208,457.9272,0.3755208,48,+,"(458.9349, 11458.87)(459.9387, 1385.47)(460.9333, 3438.9)(461.9374, 487.16)(462.937, 473.54)(496.8949, 1949.17)"
611.8348@0.37616667,111383,132889,118210,126245,109798,114554,117111,117435,121290,137240,109343,140823,118204,136530,115043,139554,113651,129915,115169,120993,115243,128532,113031,138160,114257,137022,116276,139172,113569,131749,124183,136716,114699,138658,116376,140080,117594,134500,114441,138574,114706,136755,115847,134132,122189,143952,110996,136558,611.8348@0.37616667,611.8348,0.37616667,48,+,"(612.8433, 41274.57)(613.8452, 4230.88)(614.8397, 17873.99)(615.842, 2036.0)(616.8387, 3438.09)"
